id,age,sex,race,educ,dipged,paeduc,maeduc,speduc,sei10,conrinc,coninc,degree,padeg,madeg,spdeg,citizen,born,year,cohort,spsei10,pasei10,masei10,childs,immcrime,abany,abdefect,abhlth,abnomore,abpoor,abrape,absingle,accptoth,acqntsex,actassoc,actlaw,adults,advfront,affctlaw,affrmact,aged,aidscndm,aidslook,amancstr,ambetter,ambornin,amchrstn,amcit,amcitizn,amcult,amenglsh,amfeel,amgovt,amlived,amownway,amproud1,amshamed,amsports,amtv,arthrtis,astrolgy,astrosci,attend,attrally,avoidbuy,babies,backpain,balneg,balpos,befair,belikeus,bettrlfe,betrlang,bible,bigbang,boyorgrl,buypol,buyvalue,cantrust,cappun,careself,carried,chldidel,chngeoth,chngtme,choices,citworld,class,closeblk,closewht,clsenoam,clsestat,clsetown,clseusa,cntctgov,colath,colcom,coldeg1,colhomo,colmil,colmslm,colrac,colsci,colscinm,compperf,comprend,compuse,conarmy,conbus,conclerg,condemnd,condom,condrift,coneduc,confed,confinan,conjudge,conlabor,conlegis,conmedic,conpress,consci,contv,corruptn,courts,cowrkhlp,cowrkint,crack30,crimlose,cutahead,decsorgs,defpensn,dem10fut,dem10pst,demtoday,denom,denom16,depress,diabetes,directns,discaff,discaffm,discaffw,discpol,divlaw,divorce,dwelown,earnrs,earthsun,effctsup,elecfair,electron,elecvote,emailhr,emailmin,empinput,emptrain,eqwlth,esop,ethnic,evcrack,evidu,evolved,evpaidsx,evstray,evwork,excldimm,expdesgn,exptext,extrapay,extrayr,fair,fairearn,famgen,family16,famvswk,famwkoff,fear,fechld,feelevel,feeused,fefam,fehire,fejobaff,fepol,fepresch,finalter,finrela,forland,form,freetrde,fringeok,frndsex,fucitzn,fund,fund16,getahead,givblood,givchrty,givhmlss,givseat,god,goodlife,govdook,granborn,grass,grpother,grpparty,grprelig,grpsprts,grpwork,gunlaw,gvtrghts,handmove,hapcohab,hapmar,happy,haveinfo,health,health1,hefinfo,height,helpaway,helpblk,helpful,helphwrk,helpjob,helpnot,helpoth,helppoor,helpsick,helpusa,helpwrld,hhtype,hhtype1,hispanic,hivkiss,hivtest,hivtest1,hivtest2,hivvac,hlpequip,hlthall,hlthdays,homosex,hompop,hotcore,hrs1,hrs2,hrsrelax,hsbio,hschem,hsmath,hsphys,hunt,hurtatwk,hvylift,hyperten,idu30,if08who,if12who,ifwrong,immameco,immassim,immcult,immeduc,immideas,immjobs,immrghts,imports,incom16,income,income06,indperf,intecon,inteduc,intenvir,interpol,intfarm,intintl,intlblks,intlincs,intlwhts,intmed,intmil,intrhome,intsci,intspace,inttech,jobfind,jobfind1,jobhour,jobinc,joblose,jobmeans,jobpromo,jobsec,jobsecok,joindem,kidssol,knowschd,knowwhat,laidoff,lasers,learnnew,leftrght,lentto,lessprd,letdie1,letin1,letin1a,libath,libcom,libhomo,libmil,libmslm,librac,life,liveblks,livewhts,loanitem,localnum,maind10,major1,major2,majorcol,manvsemp,maocc10,marasian,marblk,marhisp,marhomo,marital,martype,marwht,matesex,mawrkgrw,mawrkslf,meltpot1,meovrwrk,mincult,misswork,mntlhlth,mobile16,mode,moredays,mustwork,nafta1,nafta2a,nataid,nataidy,natarms,natarmsy,natchld,natcity,natcityy,natcrime,natcrimy,natdrug,natdrugy,nateduc,nateducy,natenrgy,natenvir,natenviy,natfare,natfarey,natheal,nathealy,natmass,natpark,natrace,natracey,natroad,natsci,natsoc,natspac,natspacy,news,newsfrom,nextgen,notvote,ntcitvte,ntwkhard,numemps,nummen,numorg,numwomen,obey,obeylaws,opdevel,oppsegov,oth16,other,othersex,othjew,othlang,othlang1,othlang2,othreasn,othshelp,oversamp,overwork,owngun,ownstock,paidsex,painarms,paind10,paocc10,parborn,parcit,parsol,partfull,partners,partnrs5,partteam,partyid,patriot1,patriot2,patriot3,patriot4,pawrkslf,paytaxes,peocntct,peoptrbl,phase,phone,physhlth,pikupsex,pillok,pistol,polabuse,polactve,polattak,poleff11,poleff18,poleff19,poleff20,polescap,polfunds,polgreed,polhitok,polint1,polinter,polmurdr,polnews,polopts,polviews,popespks,popular,pornlaw,posslq,posslqy,postlife,powrorgs,pray,prayer,premarsx,pres08,pres12,preteen,prodctiv,promtefr,promteok,proudart,prouddem,proudeco,proudemp,proudgrp,proudhis,proudmil,proudpol,proudsci,proudspt,proudsss,racdif1,racdif2,racdif3,racdif4,raclive,racmeet,racopen,racwork,radioact,rank,ratetone,realinc,realrinc,reborn,refrndms,reg16,relactiv,relatsex,relig,relig16,reliten,relmeet,relpersn,res16,respect,respnum,retchnge,revmeet,rghtsmin,richwork,rifle,rincblls,rincom06,rincome,rowngun,safefrst,safehlth,safetywk,satfin,satjob,satjob1,savesoul,scibnfts,scifrom,scinews1,scinews2,scinews3,scistudy,scitext,secondwk,sector,seeksci,selffrst,selfless,servepeo,sexeduc,sexfreq,sexornt,sexsex,sexsex5,shortcom,shotgun,sibs,signdpet,size,slpprblm,socbar,socfrend,socommun,socrel,solarrev,solok,spanking,spden,spdipged,spevwork,spfund,sphrs1,sphrs2,spind10,spkath,spkcom,spkhomo,spklang,spkmil,spkmslm,spkrac,spocc10,spother,sprel,sprtprsn,spsector,spvtrfair,spwrkslf,spwrksta,stockops,stockval,stress,stress12,strredpg,suicide1,suicide2,suicide3,suicide4,supcares,suprvsjb,suphelp,talkedto,talkspvs,tax,teamsafe,teens,teensex,thnkself,toofast,toofewwk,trdestck,trdunion,trust,trustman,trynewjb,tvhours,unemp,union,unrelat,uscitzn,usedup,usemedia,useskill,usetech,usewww,uswar,uswary,valgiven,vetyears,viruses,visitors,voedcol,voednme1,voedncol,voednme2,volchrty,volmonth,vote08,vote12,voteelec,watchgov,waypaid,wealth,webmob,weekswrk,weight,whencol,whenhs,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,whywkhme,widowed,wkageism,wkcontct,wkdecide,wkfreedm,wkharoth,wkharsex,wkpraise,wkracism,wksexism,wksmooth,wksub,wksubs,wksup,wksups,wkvsfam,wlthblks,wlthwhts,workblks,workdiff,workfast,workfor1,workhard,workwhts,wrkgovt,wrkhome,wrksched,wrkslf,wrkstat,wrktime,wrktype,wrkwayup,wrldgovt,wwwhr,wwwmin,xmarsex,xmovie,xnorcsiz,yearsjob,yearval
2161,29,2,1,12,1,12,12,18,38.8,,40645,1,1,1,4,1,1,2014,1985,62.9,65.3,38.8,2,3,,,,,,,,3,,,,2,2,,3,3,,1,3,,,,2,2,,2,2,2,3,,2,3,3,3,,2,2,7,,,2,,,2,,,2,,2,,1,,,,1,3,6,3,,,,3,2,,,2,2,2,2,,,,,,,,,2,,,2,1,2,2,2,,2,1,3,3,3,2,3,3,2,3,2,2,,,,,,,5,,,,,,60,60,,,6,,2,,,1,2,1,1,1,,,,,1,0,,,7,,.u,2,2,,2,2,1,2,2,2,,,3,,2,1,,,,2,75,1,2,,3,2,3,3,3,3,1,3,,,,1,1,,6,2,5,5,6,3,,0,,,,,,,,,,,1,1,,,,1,,6,3,3,5,6,3,3,3,4,,,4,11,1,,2,,,,,,,,4,1,,,,1,2,4,2,,,,,,,,,3,2,3,2,3,,4,2,3,12,19,,2,1,2,,2,3,4,,4,2,2,1,2,3,2,,,5,4,,1,3,2,,,3,,,,,,,6,3,1,4,,,,,,,,,3,3,6,,6990,,,,,5700,3,3,3,,1,1,3,1,1,2,1,3,4,,,1,2,,,4,,3,,2,,3,2,,1,,2,,1,,2,2,,3,,3,,2,2,2,,1,2,2,3,,5,3,2,,,,,1,,0,4,,,,64,64,,,2,,,,3,1,,,,,,9470,3850,0,1,2,,1,1,,5,2,4,1,4,2,,,3,2,6,,,3,,,,1,,,,,1,,,1,,,,,,6,,5,2,1,,1,3,1,1,,2,2,0,,,,2,2,2,,,2,2,2,2,2,3,2,2,1,2,1,,,,2,5,,26015,,2,,9,6,1,1,1,1,,1,3,,1,6,,,,,,,,,,,,2,1,,2,1,3,,,4,2,6,,,3,3,2,,1,4,3,1,1,,,4,,86,,7,3,3,3,3,,3,60,1,,1,40,,8370,,,,,,,,2010,64,1,2,1,,2,1,,,,,,1,2,2,2,,,,4,,,,0,1,1,3,,,,3,,,2,2,2,0,,,,,,,,,5000,0,2,0,,,2,,2,2,1,1,,,,,,0,,,,1,2,1,2,2,2,,2,,,,,,,,,,,1,3,2,,,4,3,4,,,,2,4,2,,,2,7,,,3,3,2,0,,2,2,,
2162,33,2,1,14,1,,14,,13.6,17551.25,33255,2,,1,,,1,2014,1981,,,38.8,0,,1,1,1,1,1,1,1,,,6,2,1,2,3,,1,1,1,,,,,,,,,,,,,,,,,,1,3,4,3,1,0,,,1,2,,3,1,2,1,1,7,,3,1,,,,1,,2,,2,7,7,,,,,2,4,5,1,4,5,4,5,1,3,,1,,1,2,2,,1,1,2,2,2,1,1,2,2,3,1,2,3,2,,,,6,,,2,7,2,5,22,,,,,2,,,2,,,,2,1,,1,1,1,,,2,1,2,,26,2,2,1,2,3,,,2,2,2,,1,,2,5,,,2,,,3,,,,,,2,2,,2,,,,,3,2,1,,,,,5,4,2,0,1,3,2,3,3,4,1,7,,,,3,,3,,2,,,2,2,,,2,2,3,2,6,6,1,4,1,2,1,201005,1,1,,6,,4,1,1,40,,,1,2,6,2,4,,,,,,,,,,,,,,,,2,12,18,,1,1,1,,1,1,,,,1,1,1,1,1,1,,,,,,,,,,3,2,,,,2,,6,,,,,,2,2,2,2,2,2,2,,,,2,8190,59,,59,,5700,,,,2,5,,,,1,2,,,,,,1,1,,,,,,2,,3,2,,2,,2,,1,,1,1,,2,,2,,1,1,1,,,1,2,1,,1,,3,2,6,3,,,2,9982,0,4,7,,6,,,,,1,2,,6,,1,,2,4,,,,,0,,5,1,0,2,,3,,,,,,7,2,,1,3,,,,2,2,4,1,4,2,2,3,1,2,2,1,2,1,2,4,6,5,,5,2,,4,1,,4,,,2,1,0,,,,,,,,,,,,,,,,,,,2,1,2,2,2,8,1,21285,11233.75,2,2,9,5,1,1,2,2,1,3,4,,1,,1,6,1,2,,14,11,,,,,3,2,,2,1,5,,,,1,1,,4,3,,,2,,0,3,,1,,2,2,1,3,,,,,,3,6,,,,,,,,,1,1,1,3,1,1,1,,,,2,,,,,2,,,,,,,,,,,,,,2,,0,,3,3,,2,,2,,,,1,4,,,,1,,,,,,,0,2,0,2,,,,,,1,1,6,6,,2,,52,,2004,,2,2,2,2,2,1,,,,,,,,,,,,,1,3,1,4,,,,,,,1,1,,2,,,2,1,,,,,,,1,2,6,,
2163,24,1,3,16,1,9,,,39.7,,24017.5,3,0,0,,1,1,2014,1990,,39.7,,0,2,1,1,1,1,1,1,1,2,,,,2,,,,1,1,1,2,1,1,3,1,1,2,1,1,2,1,2,1,1,1,4,,,,0,,,0,,,,,3,,1,2,,,,,,1,1,5,,,,,3,1,4,7,2,1,3,1,,4,4,,4,5,5,4,,,,1,,1,2,3,,1,,1,2,2,2,2,2,1,3,2,3,,2,,,,,5,2,,,,,,,,,4,2,,,,,,,1,,,,,,,,,,2,,20,2,2,,2,3,1,2,,,,,2,,1,1,,,2,,20,1,,,,,,3,2,3,1,2,,,,2,2,1,5,5,4,6,6,1,,4,1,,,,,,1,,,,,2,,2,,2,,6,4,1,3,5,2,1,1,1,,,9,6,1,2,1,201405,4,2,,,,4,2,,,,,,,,,4,,,,,,3,3,2,2,4,2,2,2,2,4,3,12,16,,,,,,,,,3,,,,,,,,,,,,,,,,,,6,,,,,,,4,4,,,3,2,2,2,2,2,2,1,,,2,,,9,,,,,,,,2,5,,,,2,,2,,2,,,2,1,,,3,7,3,,3,,2,1,,2,,1,,1,,1,1,,3,,1,,2,2,2,,2,1,2,1,,,,,,,,,0,,4,4,,,,,,,,1,4,7,,1,1,,1,,,,4470,4760,8,1,1,,0,1,,3,1,2,2,2,2,,,2,1,6,,,,2,2,,1,,,,,1,,,1,,,2,,,4,3,3,2,4,,1,3,4,,,1,,0,,,,2,2,1,,3,1,2,2,3,1,3,,,,,1,,2,,,5,3,15372.5,,1,,9,1,1,2,2,2,,2,4,,2,6,,,,1,,,,1,,,,1,,,2,,,,,,,,,1,,2,2,,,0,3,,3,3,2,1,,3,,,,,,,,,,,,,,,,2,1,1,4,1,1,1,,,,1,,,,,,,,,,,,,,,,,3,,2,,0,,5,,,,,1,,,,2,4,1,,,,,,,,,20,0,,0,2,,,,4,2,1,2,,,,,,0,,2014,,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,2,6,,,,2,,,1,1,6,,
2164,24,1,1,13,1,12,12,,27.2,10161.25,10161.25,1,1,1,,,1,2014,1990,,59.1,38.8,0,,2,2,2,2,2,2,2,,1,3,2,3,3,2,,1,1,1,,,,,,,,,,,,,,,,,,2,3,4,3,4,0,,,,2,,2,,2,2,1,2,,3,1,,,,3,,2,,2,8,8,,,,,3,4,4,,4,4,5,5,1,2,,1,,1,2,2,,1,1,2,3,3,3,1,2,1,3,1,3,4,,,,,6,,,,3,3,5,70,70,,,,1,,,2,,,,1,1,,4,1,3,,,,,6,,26,2,1,2,2,3,1,,2,2,,,1,,1,1,,,2,,20,1,,,,,,2,2,,2,,,1,,2,2,1,,,,,6,2,5,,1,3,2,1,1,4,2,4,,,,1,,2,,2,,,4,2,,,4,3,3,3,6,5,27,3,1,2,2,,,2,,3,,1,3,1,,,,1,2,4,2,1,,,,3,,3,,,,,,,,,,4,9,10,,2,2,2,,1,2,,,,1,1,1,3,3,2,,,,,,,,,,3,2,,,,1,,7,,,,,,2,2,2,2,2,2,2,,,,,770,,,,,5700,,,,5,5,,,2,1,2,,,,,,2,1,,,,,,3,,3,1,,,,1,,,,3,1,,1,,2,,3,,,,3,1,,1,,,,3,2,7,1,,,0,,5,2,5,,4,,,2,,2,,,6,,1,,1,,2,,770,220,0,,2,1,3,5,,6,,,,,2,7,5,,1,6,,2,,2,2,4,1,2,1,3,3,1,3,2,1,2,3,2,1,5,6,,5,2,,4,1,,1,,,,,0,,,,,,,,,,,,,,,,,,,1,3,2,,2,8,2,6503.75,6503.75,2,,9,4,1,1,1,1,2,2,2,,2,,1,4,,1,,10,9,1,,,,3,,,1,2,5,,,,3,,,,3,,,3,,3,3,3,3,,2,3,1,3,,,,,,1,3,,,,,,,,,1,2,1,,1,2,1,,,,2,,,,,,,,,,,,,,,,,,,1,,0,,4,2,,,,2,,,,1,4,0,,,3,,,,,,,0,2,0,2,,,,,,3,3,4,6,,,,20,,,2008,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,2,6,,,,,,,1,1,6,,
2165,20,2,1,15,1,,14,,13.6,3325.5,3325.5,2,0,1,,,1,2014,1994,,,50.4,0,,2,2,2,2,2,1,2,,2,4,2,3,,4,4,,1,1,,,,,,,,,,,,,,,,,,,,0,3,3,0,,,,3,,,,2,,,5,,3,2,,,2,1,,2,,2,5,5,,,,,3,5,4,,4,5,5,5,,,,1,1,,,,,2,,,,,,,,,,,,4,3,,,,5,,,,3,7,5,,70,,,,2,,3,2,2,,2,1,,,3,,3,2,0,,,,,40,2,2,,2,3,1,,,,,,,,1,8,,,2,1,20,1,3,2,,2,3,2,2,,2,,,2,,3,2,2,,,,,2,,4,,,3,4,3,3,4,2,7,,,,2,,1,,2,,,,,,,,,,,7,4,23,3,1,2,2,,,1,,7,,4,3,,,,,,,,,4,,,,,1,,,,,,,,,,,2,4,4,,,,,,,,4,,4,,,,,,,,,5,2,,3,1,4,,3,,,,,,,4,,,1,3,,2,2,2,1,1,1,1,3,3,,,9680,32,20,,,9830,3,3,3,1,5,,3,1,1,2,,2,,,,1,1,,,,,,2,,3,,,,,2,,1,,1,1,,1,,2,,1,,1,,,2,2,,,2,5,,,7,5,,,30,,0,,5,,5,,,2,,2,,,6,,1,,2,,2,,.b,,0,,,2,3,7,,2,,,,,1,6,4,,1,6,,1,4,2,,3,,1,2,3,4,,3,4,,1,2,,6,6,2,,,,,4,,,6,2,4,,1,0,,,,,,,,,,,,,,,2,2,2,1,1,4,2,,,5,2,2128.5,2128.5,2,3,9,1,1,4,11,4,3,3,3,,1,,3,7,,2,,4,4,,,,,3,,,1,,,,,,,,,1,,,,2,1,4,3,1,1,,2,4,1,3,,7,3,1,2,,7,2,,,,,,,,2,2,1,,2,2,2,,,,3,,,,,,,,,,1,2,2,2,,,,,,2,,0,3,,,,,,,,,1,,,1,,,4,,,,,,,0,,0,2,,,,,,3,1,4,6,,,,32,,2012,,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,5,3,4,,,,,4,2,,,2,6,,,1,,14,0,1,,6,,
2166,65,1,1,16,1,18,14,15,77.4,49882.5,49882.5,3,4,1,1,1,1,2014,1949,36.5,82.5,38.8,2,2,2,,1,,2,,,4,,,,2,,,,1,,,3,1,3,3,1,1,4,1,1,1,3,3,1,2,1,3,2,,,6,,,0,2,,,,2,,,1,,,,,,1,3,5,,,1,,4,3,5,5,2,3,3,2,,5,4,,4,5,5,5,,,,1,,2,1,2,2,,,2,3,2,2,3,3,2,3,2,3,,2,2,2,,,3,4,,,,,60,60,1,2,4,3,,,,,2,,1,,,,,,,,,,7,,.u,,,,,,,2,,,,,2,3,1,1,2,2,2,,75,1,,,,,,1,4,3,1,2,2,,,1,1,1,6,4,6,6,6,2,,0,,,,,,,2,,2,,1,2,2,1,1,1,70,6,3,1,6,3,5,2,5,5,,,3,1,1,,,,,,2,,0,1,2,,50,,2,,,,,4,0,2,2,,,,3,2,2,3,2,2,2,4,2,3,12,20,,,,,,,,,2,,,,,,,,,,,,,,,,2,,2,1,2,2,,2,,6,3,,,3,2,2,2,2,2,2,2,,,5,1,7860,41,33,,2,5700,,,,2,1,1,,1,1,2,,,4,0,25,3,1,15,2,3,,3,,2,,2,2,,2,,2,,2,,2,3,,3,,2,,2,2,2,,1,2,2,2,,,,,,,50,20,,,,3,,2,,77,77,,,2,,,,1,1,2,1,,,2,7860,2320,0,1,2,1,1,,1,6,1,4,2,4,2,,,1,2,3,0,,,2,2,,1,,,,,1,,,1,,,2,,,6,,5,1,1,,1,2,2,,,2,2,0,2,2,2,2,2,2,2,2,1,1,2,1,1,2,,,,,2,,2,2,,5,1,31927.5,31927.5,1,,8,4,,1,1,1,,2,1,2,1,5,,,1,1,1,20,12,1,2,2,2,2,1,2,1,,,,,,,,2,2,,4,4,,,1,3,3,,2,2,2,,3,1,,,,,,,,60,1,1,1,,,7870,1,1,1,,1,2,2,5320,77,1,2,,2,2,7,,,2,,2,,,,,2,1,2,3,,2,2,0,,1,,2,,3,1,1,3,,2,4,0,,2,,2,100,,,,25000,0,,0,2,,,,4,2,1,1,,,1,,,52,180,1973,,2,2,2,2,2,1,2,2,2,5,1,2,2,2,1,2,2,2,2,,1,3,2,,,,2,2,,4,,2,3,1,1,1,2,1,,3,,,1,2,6,30,
2167,58,1,1,8,,4,,,20.5,,8313.75,0,0,,,1,1,2014,1956,,45.4,,5,2,1,1,1,1,1,1,1,6,,,,3,,,,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,,,,0,,,0,,,,,1,,,1,,,,,,1,5,6,,,,,2,1,5,9,2,2,2,2,,5,5,,5,5,5,5,,,,1,,2,1,2,,,,2,2,2,2,2,2,2,2,2,2,,1,,,,,6,2,,,,,,10,,,6,3,,,,,,,2,,,,,,,,,,4,,15,2,,,,3,,2,,,,,2,,2,4,,,1,,75,1,,,,,,3,3,3,1,2,,,,3,1,1,6,6,6,6,6,2,,0,2,,,,,,2,,,,,2,,4,,2,,6,3,1,6,6,3,4,3,3,,,23,3,1,2,2,,,2,,,,1,3,,,,,,,,,4,,,,,2,2,1,2,2,2,2,2,2,2,1,3,9,9,,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,6,1,,,2,2,2,2,2,2,2,3,,,6,,,,,,,,,,,5,5,,,,,,2,,2,,,3,2,,,4,,2,,1,,1,1,,2,,1,,1,,3,1,,2,,1,,2,2,2,,1,1,2,2,,,,,,,,0,,,,2,,,,,,,,2,,,,5,1,,1,,,,770,6355,0,1,3,,0,,,6,2,2,2,2,2,,,5,1,3,,,,2,2,,1,,,,,2,,,2,,,2,,,4,,5,2,4,,1,2,4,,,,,0,,,,1,1,1,,1,1,1,1,1,1,1,,,,,2,,2,,,8,,5321.25,,2,,5,1,,4,1,4,,4,2,,2,6,,,2,2,,,,1,,,,1,4,,2,,,,,,,,,,,5,6,,,,3,,,1,1,5,,3,,,,,,,,,,,,,,,,2,2,2,,2,2,2,,,,3,,,,,,,,,,,,,,,,,6,,2,,0,,1,,,,,2,,,,2,4,2,,,,,,,,,10,0,,0,,,,,6,2,2,2,,,,,,0,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,1,4,,,,2,,,2,2,6,,
2168,79,1,1,15,1,14,12,17,39.9,15703.75,73900,1,1,1,3,1,1,2014,1935,77.2,39.9,,2,2,1,1,1,2,1,1,1,5,,,,2,,,4,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,,,0,,,0,1,,,,1,,,2,,,,,,1,1,6,2,,1,,4,3,1,9,3,1,1,1,,4,5,,4,4,4,4,,,,2,2,,,,2,2,,,,,,,,,,,,,2,2,2,,,4,3,,,,,30,,1,1,4,1,3,,,2,2,1,2,,4,,,,0,0,,,,,11,2,2,,2,2,,2,,,,,,3,1,1,2,1,2,1,,3,2,,4,2,1,1,3,1,1,1,1,,,2,3,1,6,3,6,6,5,,,1,,,,,,,1,,1,,2,2,1,3,4,2,65,6,,,6,6,,,,,,,3,1,1,,2,,,,1,,0,1,2,,30,,12,,,,,4,0,1,2,,,,1,4,2,2,5,4,1,5,1,5,12,22,,,,,,,,6,2,7,,,,,,,3,3,1,3,4,2,5,4,1,,,4,2,2,,3,,6,1,1,5,4,2,2,2,2,2,2,2,4,1,3,1,,,,,2,,4,5,4,4,1,1,4,1,2,,2,1,5,0,30,1,1,10,2,2,3,2,,1,,,3,,,,2,,1,,1,2,,3,,2,,2,1,2,,1,2,1,2,,1,,,,,2,1,0,,1,,,2,,,,,,2,,,,1,1,3,1,,,1,180,205,0,1,,2,1,1,2,5,2,5,4,2,1,,,2,1,3,30,,3,1,,,,,,,,,,,,,,,,,6,,,,1,,1,2,6,2,1,1,2,0,1,1,3,1,1,3,2,3,1,1,3,1,2,2,2,2,2,2,1,,1,1,,5,1,47300,10051.25,2,,9,1,2,1,4,2,,3,2,2,1,5,,,1,1,1,13,11,1,1,1,1,1,1,1,2,,,,,,,,1,,,4,6,,1,2,3,3,3,2,1,1,,3,2,7,4,4,5,,,1,41,1,1,3,,,7860,1,1,1,,1,1,1,2430,,1,4,1,2,2,7,,,2,2,1,2,2,2,2,3,1,1,4,4,1,1,0,1,,,2,,4,,2,3,1,,,0,,2,,2,1,2,,1,1000,3,,0,2,,,,6,1,1,1,,,3,,1,52,130,,1954,2,2,1,2,2,2,3,2,2,1,1,3,2,2,2,2,2,2,1,3,2,,1,6,4,6,2,3,,,5,2,6,1,1,2,3,1,1,4,,,1,,6,67,
2169,79,1,1,12,2,12,8,,28.7,,12008.75,1,1,0,,,1,2014,1935,,31.6,,4,,2,1,1,2,2,,,,,5,3,2,,3,4,,1,1,,,,,,,,,,,,,,,,,,,,7,3,4,0,,,,3,,,,2,,,7,,3,2,,,3,2,,3,,1,5,5,,,,,3,4,5,,4,4,4,4,,,,1,2,,,,,2,,,,,,,,,,,,3,2,,,,1,,,,6,8,7,60,60,,,,2,,2,3,1,2,2,0,,,2,,2,,,,,,,11,2,2,,2,2,1,,,,,,,,1,1,,,2,3,,3,3,4,,2,2,3,1,,2,,,,,1,1,1,,,,,6,,4,0,,,2,1,3,3,2,7,,2,,1,,2,,1,,,,,,,,,,,7,7,7,5,1,2,2,,,,,7,,1,2,,,,,,,,,4,,,,,,2,,,,,,,,,,2,10,11,,,,,,,,4,,4,,,,,,,,,4,2,,1,3,5,,4,,,,,,,5,,,1,3,,2,2,2,2,2,2,1,2,2,,,,,,,,,3,3,3,5,2,,3,,2,,,2,,,,3,1,,,,,,2,,1,,,2,,1,,1,,1,1,,1,,1,,1,1,1,,2,1,1,1,,3,3,,,7,7,,,0,,1,,7,,1,35,35,,,2,,,7,,1,,1,,,,3190,5630,0,,,,0,0,,5,,,,,2,7,1,,1,3,,,2,1,,3,,2,3,2,3,,3,3,,2,3,,3,7,4,,,,,2,1,,2,2,4,2,,0,,,,,,,,,,,,,,,1,2,1,2,2,1,1,,,6,1,7686.25,,1,,9,4,1,1,1,1,1,2,2,,2,,1,7,,1,,,,2,,,,3,,,1,,,,,,,,,,,,,2,1,0,3,,,,1,4,1,23,,7,5,7,6,,7,1,,,,,,,,1,1,1,,1,1,1,,,,2,,,,,,,,,,1,2,2,2,,,,,,2,,0,2,,,,,,,,,3,,,1,,,4,,,,,1,,2,,0,,,2,,,,1,2,6,6,,,2,0,,,,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,5,4,4,,,,,4,2,,,2,5,,,3,,,,1,,6,,
2170,40,1,1,16,1,18,16,,56.9,33255,33255,3,4,3,,1,1,2014,1974,,43,,1,4,,,,,,,,4,,,,1,2,,4,1,1,2,3,3,2,3,1,1,2,2,1,1,3,4,1,2,3,4,2,2,3,7,,,0,2,,1,,4,2,,1,1,1,,,,1,2,6,2,,1,,4,3,,,2,1,3,2,,,,2,,,,,1,30,,1,1,2,3,2,1,2,1,2,2,3,2,3,2,3,2,2,2,,3,1,1,,,4,2,,,,,18,,2,2,4,,3,,,3,2,1,1,1,3,,1,,4,0,,,4,,14,2,2,2,2,2,,2,2,2,,,2,3,2,1,2,4,,3,,,2,,4,2,2,1,3,4,1,2,3,,,1,2,,6,2,6,6,6,2,,0,1,,,,,,,,2,,,2,1,,3,1,70,4,4,1,5,5,3,2,1,3,,,2,2,1,2,2,,,2,1,,0,,2,1,60,,3,1,1,8,1,,0,2,2,,,,2,2,2,4,2,2,4,2,4,3,12,18,,1,2,2,,2,2,4,4,4,2,2,1,2,2,1,1,2,5,3,4,1,4,2,1,,4,1,2,2,2,1,,6,4,1,3,3,,,,,,,,3,3,6,1,,8,,8,3,,3,3,3,,2,,3,1,2,,1,2,4,0,0,2,1,12,2,2,2,2,,2,,2,2,,2,,2,,2,,1,3,,2,,2,,1,2,2,,1,2,2,1,,5,3,2,,,0,,0,,1,3,,1,,,,,,2,,,,2,1,3,,,,2,5790,4700,0,1,2,1,1,1,2,3,2,2,2,2,2,,,2,1,6,0,,,,2,,1,,,,,2,,,1,,,2,,,4,,5,2,4,,1,4,1,2,1,1,2,1,2,1,2,,1,2,1,3,4,,3,1,,2,2,2,2,2,2,,,,2,,,21285,21285,1,,9,8,1,1,2,1,,1,4,1,1,6,,,,,1,18,12,,2,2,2,1,1,1,1,1,6,,,,2,1,2,1,3,2,4,,1,0,3,3,3,2,,2,,23,1,7,6,6,4,3,,2,,,,,,,,,,,,,,,,,,1,,1,,,,,3,,2,2,2,2,2,1,2,1,3,3,,2,0,1,4,3,4,,2,1,1,1,2,2,4,0,,1,,1,40,,1,,1200,0,2,0,2,,,,6,1,1,1,,,3,,,52,240,1996,,2,2,2,2,2,1,1,,2,5,1,1,2,2,1,2,2,2,1,4,2,,1,4,4,4,2,3,,1,4,2,6,6,2,1,1,1,2,2,10,0,,2,6,14,
